id,title,description,kind,occasion_label,film,event,location,year,date_start,date_end,subjects,people,brands,magazine_issue,orientation,orientation_confidence,orientation_samples,contains_minor,minor_risk,contains_minor_confirmed,file_count,dominant_media,duplicate_folders,url,raw_folder_name
b-roll-signature-shot-clinic-production,Signature Shot — Clinic production,B-roll — 6 videos. From Bye Ol' Dentistry. Featuring Dr. Eva.,b-roll,Clinic production,Bye Ol' Dentistry,,,,,,,Dr. Eva,lolli-brands,,landscape,1,5,false,none,false,12,video,17,https://drive.google.com/drive/folders/1p8v5sdhasqkElzS3txPFoWlOpE9-U7lb,Signature Shot
b-roll-testimonials-b-roll,Testimonials — B-Roll,"B-roll — 8 videos, 2 audio files. From Bye Ol' Dentistry. Featuring Dr. Frank Shallenberger.",b-roll,Unspecified,Bye Ol' Dentistry,,,,,,,Dr. Frank Shallenberger,lolli-brands,,landscape,1,5,false,none,false,15,video,18,https://drive.google.com/drive/folders/1hVuX6l1S-zy9n7T2V65TNQUhtiOXrhcP,Testimonials
b-roll-soundbytes-b-roll,Soundbytes — B-Roll,"B-roll — 6 videos, 1 audio file. From Bye Ol' Dentistry. Featuring Dr. Yuriy May.",b-roll,Unspecified,Bye Ol' Dentistry,,,,,,,Dr. Yuriy May,lolli-brands,,landscape,1,5,false,none,false,12,video,17,https://drive.google.com/drive/folders/1tyAIuA55O0fI5syTckED7F0zbzN6GUyD,Soundbytes
b-roll-cannes-film-festival-dr-sanchin-karande-cannes-sheale,Cannes Film Festival — Dr. Sanchin Karande Cannes sHEALed Premiere — B-Roll,"B-roll — 41 videos. From Cannes Film Festival in Cannes. Featuring Dr. Sachin Karande, Dr. Sanchin Karande.",b-roll,Premiere,sHEALed,Cannes Film Festival,Cannes,,,,,Dr. Sachin Karande; Dr. Sanchin Karande,lolli-brands,,landscape,1,5,false,context,false,84,other,1,https://drive.google.com/drive/folders/1UjgtVrqat13n7ql2e94g9fK7WY7iUtht,29. Dr. Sanchin Karande Cannes sHEALed Premiere
b-roll-dr-richard-porceli-and-alina-porceli-testimonials-b-r,Dr. Richard Porceli and Alina Porceli Testimonials — B-Roll,"B-roll — 10 videos. From Bye Ol' Dentistry. Featuring Dr. Richard Porcelli, Dr. Richard Porceli.",b-roll,Unspecified,Bye Ol' Dentistry,,,,,,,Dr. Richard Porcelli; Dr. Richard Porceli,lolli-brands,,landscape,1,5,false,none,false,10,video,1,https://drive.google.com/drive/folders/1AfoMuiaTlrhBVG2tHubjj08K13BZ5p6E,Dr. Richard Porceli and Alina Porceli Testimonials
event-photography-dr-dome-germany-clinic-production-october-,"Dr. Dome Germany — Clinic production, October 2025","Event photography — 82 images. From Bye Ol' Dentistry in Germany shot October 13, 2025. Featuring Dr. Dome.",event photography,Clinic production,Bye Ol' Dentistry,,Germany,2025,2025-10-13,2025-10-15,,Dr. Dome,lolli-brands,,landscape,0.6,5,false,none,false,82,image,1,https://drive.google.com/drive/folders/1vgwRKOtXTZa4w9q6LeSizFvhz-mSqQbZ,10/13 - 10/15 '25 Dr. Dome Germany Edited Photos
b-roll-hack-your-health-legend-and-love-b-roll-november-2025,"Hack Your Health — Legend and Love — B-Roll, November 2025","B-roll — 23 videos, 10 audio files. From Hack Your Health shot November 13, 2025. Featuring Legend Lolli.",b-roll,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,legend,,biohack-yourself,,portrait,1,5,true,named,false,33,video,1,https://drive.google.com/drive/folders/1u-0_qQjwMUR9rz638JToR3daCNerGusC,09. Legend and Love
b-roll-hack-your-health-love-and-legend-b-roll-november-2025,"Hack Your Health — Love and LEGEND — B-Roll, November 2025","B-roll — 5 images, 39 videos, 11 audio files. From Hack Your Health shot November 13, 2025. Featuring Love Lolli, Legend Lolli.",b-roll,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,love; legend,,biohack-yourself,,portrait,0.8,5,true,named,false,55,video,2,https://drive.google.com/drive/folders/18bR5Nr_OwkDINNabNPApCMmeAzY7_4gN,09. Love and LEGEND
event-photography-maha-inaugural-ball-wt2-tereza-event-photo,"MAHA Inaugural Ball — WT2 TereZa — Event Photography, January 2025","Event photography — 103 images. From MAHA Inaugural Ball shot January 20, 2025. Featuring TereZa Hakobyan-Lolli.",event photography,Unspecified,,MAHA Inaugural Ball,,2025,2025-01-20,,tereza,,biohack-yourself,,landscape,1,5,true,named,false,106,image,1,https://drive.google.com/drive/folders/1LGl15_x9WELqoh-NtpSHS9yAspzw61c4,WT2 TereZa
b-roll-sunscreen-film-festival-opening-night-azore-b-roll-ap,"SunScreen Film Festival — Opening Night Azore — B-Roll, April 2024","B-roll — 42 videos. From SunScreen Film Festival shot April 24, 2024.",b-roll,Festival,The Guru,SunScreen Film Festival,,2024,2024-04-24,,,,lolli-brands,,landscape,1,5,false,context,false,43,video,1,https://drive.google.com/drive/folders/1Q_gnrp0UPVrMs30s0Xsul9VVOc1MHTVy,Opening Night Azore
document-experts-documents,Experts — Documents,Documents — 35 documents. From sHEALed.,document,Unspecified,sHEALed,,,,,,,,lolli-brands,,,,0,false,none,false,35,document,1,https://drive.google.com/drive/folders/1f_Lrt5_joYb6hT7NZGldWGHVUWsfsrCw,Experts
document-shealed-documents,sHEALed — Documents,Documents — 41 documents. From sHEALed.,document,Unspecified,sHEALed,,,,,,,,lolli-brands,,,,0,false,context,false,41,document,2,https://drive.google.com/drive/folders/11-uYDJT1FI3RB06BeVCGNc2m-c0IdFxR,PAID
bts-dr-nayan-payel-behind-the-scenes,Dr. Nayan Payel — Behind the Scenes,"Behind-the-scenes coverage — 11 images, 1 video. From sHEALed. Featuring Dr. Nayan Patel, Dr. Nayan Payel, Nayan Payel.",BTS,Unspecified,sHEALed,,,,,,,Dr. Nayan Patel; Dr. Nayan Payel; Nayan Payel,lolli-brands,,landscape,0.8,5,false,context,false,12,image,1,https://drive.google.com/drive/folders/1uBCGM5ITzrHZaG6BQhYt6Ws7KgmZCxDt,Dr. Nayan Payel BTS
b-roll-dr-uma-naidoo-b-roll-1wqebf,Dr. Uma Naidoo — B-Roll,B-roll — 10 videos. From sHEALed. Featuring Dr. Uma Naidoo.,b-roll,Unspecified,sHEALed,,,,,,,Dr. Uma Naidoo,lolli-brands,,portrait,1,5,false,context,false,10,video,1,https://drive.google.com/drive/folders/1wQebfxSZmmm6CDb0HICVxxefXkTW3rqG,Dr. Uma Naidoo shorts
b-roll-kelly-leveque-b-roll,Kelly LeVeque — B-Roll,B-roll — 10 videos. From sHEALed.,b-roll,Unspecified,sHEALed,,,,,,,,lolli-brands,,portrait,1,5,false,context,false,10,video,1,https://drive.google.com/drive/folders/1wTV5KXaTpcRG2XIfC_4QRAwH9x3uQ_Og,Kelly LeVeque Shorts
b-roll-emily-fletcher-b-roll,Emily Fletcher — B-Roll,B-roll — 10 videos. From sHEALed.,b-roll,Unspecified,sHEALed,,,,,,,,lolli-brands,,portrait,1,5,false,context,false,10,video,1,https://drive.google.com/drive/folders/1wb8iQJ64YwLsBWTwPOLYjqk7G-cfQey8,Emily Fletcher Shorts
b-roll-lisa-nichols-b-roll,Lisa Nichols — B-Roll,B-roll — 10 videos. From sHEALed.,b-roll,Unspecified,sHEALed,,,,,,,,lolli-brands,,portrait,1,5,false,context,false,10,video,1,https://drive.google.com/drive/folders/1x4iyt8zhdIKaDO2mK7UxuiE_0tS-HIhT,Lisa Nichols Shorts
b-roll-cynthia-thurlow-b-roll,Cynthia Thurlow — B-Roll,B-roll — 10 videos. From sHEALed.,b-roll,Unspecified,sHEALed,,,,,,,,lolli-brands,,portrait,1,5,false,context,false,10,video,1,https://drive.google.com/drive/folders/1xEhs15IR5gMrLHCX2uzX9DOoWOLubtaE,Cynthia Thurlow Shorts
b-roll-gary-brecka-sage-workinger-brecka-b-roll,Gary Brecka & Sage Workinger-Brecka — B-Roll,B-roll — 10 videos. From sHEALed. Featuring Gary Brecka.,b-roll,Unspecified,sHEALed,,,,,,,Gary Brecka,lolli-brands,,portrait,1,5,false,context,false,10,video,1,https://drive.google.com/drive/folders/1xT0n0zHhXEp7vsS-oHoj44HdJOXLWDhy,Gary Brecka & Sage Workinger-Brecka Shorts
bts-jay-campbell-hunter-williams-and-josh-felber-behind-the-,"Jay Campbell, Hunter Williams, and Josh Felber — Behind the Scenes","Behind-the-scenes coverage — 14 images, 1 video. From sHEALed.",BTS,Unspecified,sHEALed,,,,,,,,lolli-brands,,portrait,0.6,5,false,context,false,15,image,1,https://drive.google.com/drive/folders/1qg7CwkyndrRButFWEhDQIE-S53rze40A,"Jay Campbell, Hunter Williams, and Josh Felber BTS"
bts-shannon-louden-timmy-stump-and-dr-melissa-grill-petersen,"Shannon Louden, Timmy Stump, and Dr. Melissa Grill-Petersen — Behind the Scenes","Behind-the-scenes coverage — 19 images, 1 video. From sHEALed. Featuring Dr. Melissa Grill-Petersen.",BTS,Unspecified,sHEALed,,,,,,,Dr. Melissa Grill-Petersen,lolli-brands,,landscape,0.8,5,false,context,false,20,image,1,https://drive.google.com/drive/folders/1FM97RoOMuISavHKDy8J15Lyn9xsqon7e,"Shannon Louden, Timmy Stump, and Dr. Melissa Grill-Petersen BTS"
b-roll-justin-hai-b-roll-1urpnt,Justin Hai — B-Roll,B-roll — 10 videos. From sHEALed. Featuring Justin Hai.,b-roll,Unspecified,sHEALed,,,,,,,Justin Hai,lolli-brands,,portrait,1,5,false,context,false,10,video,1,https://drive.google.com/drive/folders/1urpNTrZUf93S6lqgR-giaWm5cg2Nov3m,Justin Hai Shorts
b-roll-go-shealed-yourself-soundbites-b-roll,Go sHEALed Yourself Soundbites — B-Roll,B-roll — 72 videos. From sHEALed.,b-roll,Unspecified,sHEALed,,,,,,,,lolli-brands,,portrait,1,5,false,none,false,74,video,1,https://drive.google.com/drive/folders/1WsdBVIhvS4FjOiitQAkEcUShD3zbiOrX,Go sHEALed Yourself Soundbites
b-roll-acam-1-b-roll,ACam 1 — B-Roll,B-roll — 39 videos. From sHEALed. Featuring Dr. Sabrina Solt.,b-roll,Unspecified,sHEALed,,,,,,,Dr. Sabrina Solt,lolli-brands,,landscape,1,5,false,none,false,78,video,42,https://drive.google.com/drive/folders/16xuGzrgscj17sjAWC7wiYX-fa_qg4dX8,ACam 1
b-roll-shealed-b-roll-1xnj9d,sHEALed — B-Roll,B-roll — 38 videos. From sHEALed.,b-roll,Unspecified,sHEALed,,,,,,,,lolli-brands,,landscape,1,1,false,none,false,78,other,37,https://drive.google.com/drive/folders/1XnJ9DixPgg_vnlecri2Etmh-X8WLq9zu,BCam
b-roll-a4m-red-carpet-camera01-premiere-december-2024,"A4M Red Carpet — Camera01 — Premiere, December 2024","B-roll — 24 videos. From A4M Red Carpet shot December 15, 2024.",b-roll,Premiere,Biohack Yourself,A4M Red Carpet,,2024,2024-12-15,,,,biohack-yourself,,square,1,5,false,context,false,24,video,3,https://drive.google.com/drive/folders/1JGjEzucCYFuGH3TYxwf4XIrzAA0JIgA7,Camera01
b-roll-del-tree-1-b-roll,Del Tree 1 — B-Roll,B-roll — 18 videos. From sHEALed.,b-roll,Unspecified,sHEALed,,,,,,,,lolli-brands,,landscape,1,5,false,none,false,36,video,5,https://drive.google.com/drive/folders/1IcsZyDPyObMWssqSqA40ISVxh6C4w1jP,Del Tree 1
event-photography-george-shapiro-event-photography,George Shapiro — Event Photography,Event photography — 10 images. From sHEALed.,event photography,Unspecified,sHEALed,,,,,,,,lolli-brands,,landscape,1,5,false,none,false,10,image,2,https://drive.google.com/drive/folders/19TXD8TdfxqqhqbzmPtXpEh24wi9FbL7R,George Shapiro Edited Photos
event-photography-austin-lakes-event-photography,Austin Lakes — Event Photography,Event photography — 11 images. From sHEALed in Austin.,event photography,Unspecified,sHEALed,,Austin,,,,,,lolli-brands,,landscape,1,5,false,none,false,11,image,2,https://drive.google.com/drive/folders/11salTNOw_stzDuCJKzULOLF2DOhl2Cmp,Austin Lakes
b-roll-05-biolongevity-labs-b-roll,05 Biolongevity Labs — B-Roll,B-roll — 18 videos. From sHEALed.,b-roll,Unspecified,sHEALed,,,,,,,,lolli-brands,,,0,0,false,none,false,36,video,3,https://drive.google.com/drive/folders/1P1i1wG66S-SW43gfdDR-PM07kcR6x0Ho,05 Biolongevity Labs Raw Video
event-photography-blueworx-event-photography,BLUEWORX — Event Photography,Event photography — 13 images. From sHEALed.,event photography,Unspecified,sHEALed,,,,,,,,lolli-brands,,landscape,1,5,false,none,false,13,image,2,https://drive.google.com/drive/folders/1AJch6Metv7YfqpgYNt2785UVksIIJJV-,BLUEWORX
event-photography-dr-robert-whitfield-has-to-leave-by-2pm-ev,Dr. Robert Whitfield - has to leave by 2pm — Event Photography,Event photography — 18 images. From sHEALed. Featuring Dr. Robert Whitfield.,event photography,Unspecified,sHEALed,,,,,,,Dr. Robert Whitfield,lolli-brands,,landscape,1,5,false,none,false,18,image,1,https://drive.google.com/drive/folders/173ZfbbXXz8g0PqUP1d7o6lp0XgYDIuHf,Dr. Robert Whitfield - has to leave by 2pm
b-roll-america-dental-clinic-production-november-2024-1ktzry,"America Dental — Clinic production, November 2024","B-roll — 61 videos. From America Dental shot November 7, 2024.",b-roll,Clinic production,Bye Ol' Dentistry,America Dental,,2024,2024-11-07,2024-11-09,,,lolli-brands,,landscape,1,5,false,none,false,61,video,1,https://drive.google.com/drive/folders/1KTzryMbkrWWFUt045z2_5iEfkCZtofxz,Card1 lexar
b-roll-hack-your-health-charles-mayfield-interview-november-,"Hack Your Health — Charles Mayfield — Interview, November 2025","B-roll — 6 videos. From Hack Your Health shot November 13, 2025.",b-roll,Interview,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,,0,0,false,none,false,12,video,1,https://drive.google.com/drive/folders/1ebCONDGuVvMWeGTjJy-QlmNQ5lnXPk-i,06. Charles Mayfield
event-photography-hack-your-health-leela-quantum-tech-event-,"Hack Your Health — Leela Quantum Tech — Event Photography, November 2025","Event photography — 44 images, 16 videos. From Hack Your Health shot November 13, 2025.",event photography,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,portrait,1,5,false,none,false,78,image,2,https://drive.google.com/drive/folders/1LpLCflBG-4BaJExL6W5JPkRBO3YgasaJ,05. Leela Quantum Tech
b-roll-hack-your-health-avacen-medical-b-roll-november-2025,"Hack Your Health — Avacen Medical — B-Roll, November 2025","B-roll — 10 videos. From Hack Your Health shot November 13, 2025.",b-roll,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,,0,0,false,none,false,20,video,1,https://drive.google.com/drive/folders/1VKrMGoPNIiUo8fd_Mrn7NMg6LnZMgZgo,01. Avacen Medical
event-photography-hack-your-health-alive-innovations-event-p,"Hack Your Health — Alive Innovations — Event Photography, November 2025","Event photography — 45 images, 8 videos. From Hack Your Health shot November 13, 2025.",event photography,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,landscape,0.6,5,false,none,false,62,image,6,https://drive.google.com/drive/folders/1hjTe5t6DrtP2wEQGjwZ5ShyqWyfJ3NOn,01. Alive Innovations
b-roll-hack-your-health-lauren-knight-hughes-saltr-b-roll-no,"Hack Your Health — Lauren Knight Hughes Saltr — B-Roll, November 2025","B-roll — 6 videos. From Hack Your Health shot November 13, 2025.",b-roll,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,landscape,1,5,false,none,false,12,video,1,https://drive.google.com/drive/folders/1GvK4wYYSzAgFvs9O-YYXbNCF4ljKS0G7,06. Lauren Knight Hughes Saltr
b-roll-hack-your-health-carnivore-snax-b-roll-november-2025,"Hack Your Health — Carnivore Snax — B-Roll, November 2025","B-roll — 6 videos. From Hack Your Health shot November 13, 2025.",b-roll,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,landscape,1,5,false,none,false,12,video,1,https://drive.google.com/drive/folders/1FQqKvXrOmhaoTu_F5S1wPFKhhoGPPJQr,03. Carnivore Snax
event-photography-hack-your-health-braintap-event-photograph,"Hack Your Health — BrainTap — Event Photography, November 2025","Event photography — 16 images, 7 videos. From Hack Your Health shot November 13, 2025.",event photography,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,landscape,1,5,false,none,false,32,image,2,https://drive.google.com/drive/folders/1vehWP5Prj_AVJDD26kcukpvh_JywMpPB,03. BrainTap
event-photography-hack-your-health-energybits-event-photogra,"Hack Your Health — EnergyBits — Event Photography, November 2025","Event photography — 69 images, 22 videos. From Hack Your Health shot November 13, 2025.",event photography,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,portrait,0.8,5,false,none,false,114,image,2,https://drive.google.com/drive/folders/1LUJVc96dVRhlAwknzHqO6jhLvja5WCem,01. EnergyBits
event-photography-hack-your-health-genova-connect-event-phot,"Hack Your Health — Genova Connect — Event Photography, November 2025","Event photography — 16 images, 4 videos. From Hack Your Health shot November 13, 2025.",event photography,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,portrait,0.6,5,false,none,false,25,image,2,https://drive.google.com/drive/folders/1n_7U1sPkIn749F0AMHSqVY3Qmos44vG9,02. Genova Connect
event-photography-hack-your-health-farrow-event-photography-,"Hack Your Health — Farrow — Event Photography, November 2025","Event photography — 49 images, 10 videos. From Hack Your Health shot November 13, 2025.",event photography,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,portrait,0.6,5,false,none,false,70,image,2,https://drive.google.com/drive/folders/1jRMpvTvRQdGzhy-Dbok26isUlh33hMbn,01. Farrow
event-photography-hack-your-health-tummo-studios-event-photo,"Hack Your Health — Tummo Studios — Event Photography, November 2025","Event photography — 36 images, 6 videos. From Hack Your Health shot November 13, 2025.",event photography,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,landscape,1,5,false,none,false,49,image,2,https://drive.google.com/drive/folders/1w7ScezRKRSuy1xUFQbSpzq6iy0rmRUJC,03. Tummo Studios
event-photography-hack-your-health-mind-gym-event-photograph,"Hack Your Health — Mind Gym — Event Photography, November 2025","Event photography — 21 images, 6 videos. From Hack Your Health shot November 13, 2025.",event photography,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,landscape,0.8,5,false,none,false,34,image,2,https://drive.google.com/drive/folders/1QjzTp0F50ckoIkMPhXXqDug8XNwfehiP,04. Mind Gym
b-roll-hack-your-health-kevin-harrington-interview-november-,"Hack Your Health — Kevin Harrington — Interview, November 2025","B-roll — 4 images, 9 videos. From Hack Your Health shot November 13, 2025.",b-roll,Interview,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,landscape,0.8,5,false,none,false,21,video,1,https://drive.google.com/drive/folders/1fSWBkX6qM_9JG5LK_vrWwgLtPc4sXfaA,18. Kevin Harrington
b-roll-hack-your-health-code-health-interview-november-2025,"Hack Your Health — Code Health — Interview, November 2025","B-roll — 13 images, 20 videos. From Hack Your Health shot November 13, 2025.",b-roll,Interview,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,landscape,0.6,5,false,none,false,50,video,1,https://drive.google.com/drive/folders/1jaqvMenKHCYIYHOaC1RnWKHNpjko9XbP,11. Code Health
event-photography-hack-your-health-ryan-actor-interview-nove,"Hack Your Health — Ryan Actor — Interview, November 2025","Event photography — 5 images, 3 videos. From Hack Your Health shot November 13, 2025.",event photography,Interview,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,landscape,1,5,false,none,false,11,image,1,https://drive.google.com/drive/folders/1RHRbYeDyfCFdSrM1Hn02ZIaa_--CFGeG,42. Ryan Actor
event-photography-hack-your-health-lolli-s-and-laurent-inter,"Hack Your Health — Lolli's and Laurent — Interview, November 2025","Event photography — 5 images, 3 videos, 1 audio file. From Hack Your Health shot November 13, 2025.",event photography,Interview,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,landscape,1,5,false,context,false,12,image,1,https://drive.google.com/drive/folders/1ocCbiqTDtmtdZStzWy7YktCi_Hfj91PX,57. Lolli's and Laurent
b-roll-hack-your-health-avacen-b-roll-november-2025,"Hack Your Health — Avacen — B-Roll, November 2025","B-roll — 6 videos. From Hack Your Health shot November 13, 2025.",b-roll,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,landscape,1,5,false,none,false,12,video,1,https://drive.google.com/drive/folders/1tyOyvocKle8s8WimONgSq2BwmeQ2sCc_,Avacen
press-hack-your-health-express-system-reset-experience-novem,"Hack Your Health — Express System Reset Experience, November 2025","Press material — 22 videos. From Hack Your Health shot November 13, 2025.",press,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,landscape,0.6,5,false,none,false,41,video,1,https://drive.google.com/drive/folders/1-tcSY6oLh3mRC_lHazTVCu-MYyZhdiLI,Express System Reset Experience
event-photography-hack-your-health-zero-gravity-event-photog,"Hack Your Health — Zero Gravity — Event Photography, November 2025","Event photography — 22 images, 14 videos. From Hack Your Health shot November 13, 2025.",event photography,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,portrait,1,5,false,none,false,51,image,2,https://drive.google.com/drive/folders/1eRjwBawoSNOdsI4csyli4ViE06SwErEO,06. Zero Gravity
event-photography-hack-your-health-myoxcience-event-photogra,"Hack Your Health — Myoxcience — Event Photography, November 2025","Event photography — 39 images, 9 videos. From Hack Your Health shot November 13, 2025.",event photography,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,portrait,1,5,false,none,false,58,image,1,https://drive.google.com/drive/folders/1cwUWY8mH3cKAH53yagfjFKfXpgvYYfCC,02. Myoxcience
event-photography-hack-your-health-jay-campbell-biologenvity,"Hack Your Health — Jay Campbell, Biologenvity Labs, jaycampbell1971 (Sophie) Audio error, RESHOOT — Interview, November 2025","Event photography — 40 images, 6 videos. From Hack Your Health shot November 13, 2025.",event photography,Interview,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,landscape,1,5,false,none,false,53,image,1,https://drive.google.com/drive/folders/1paei87Lw5ZSPuMrvG34sTE45x9D_4qBu,"02. Jay Campbell, Biologenvity Labs, jaycampbell1971 (Sophie) Audio error, RESHOOT"
event-photography-hack-your-health-dr-aimie-hornaman-fixxr-s,"Hack Your Health — Dr. Aimie Hornaman, FIXXR Supplements, @dramiehornaman (Sophie) - Audio error, RESHOOT — Interview, November 2025","Event photography — 16 images, 12 videos. From Hack Your Health shot November 13, 2025. Featuring Dr. Aimie Hornaman.",event photography,Interview,,Hack Your Health,,2025,2025-11-13,2025-11-15,,Dr. Aimie Hornaman,biohack-yourself,,landscape,0.6,5,false,none,false,41,image,1,https://drive.google.com/drive/folders/1Xdtmg1C5MGDWvefdvpMtv9iNp2yu0bbB,"01. Dr. Aimie Hornaman, FIXXR Supplements, @dramiehornaman (Sophie) - Audio error, RESHOOT"
b-roll-hack-your-health-dr-marlene-siegel-interview-november,"Hack Your Health — Dr. Marlene Siegel — Interview, November 2025","B-roll — 1 image, 7 videos. From Hack Your Health shot November 13, 2025. Featuring Dr. Marlene Siegel.",b-roll,Interview,,Hack Your Health,,2025,2025-11-13,2025-11-15,,Dr. Marlene Siegel,biohack-yourself,,mixed,0.5,4,false,none,false,12,video,1,https://drive.google.com/drive/folders/171LKP47HpdPKPW27E7dqfEno40zxiKU4,07. Dr. Marlene Siegel
b-roll-hack-your-health-vision-body-interview-november-2025,"Hack Your Health — Vision Body — Interview, November 2025","B-roll — 11 videos. From Hack Your Health shot November 13, 2025.",b-roll,Interview,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,portrait,1,1,false,none,false,11,video,1,https://drive.google.com/drive/folders/1PUVUn9zsQJI0Sqwq09vN9kl0NKQ0B13J,05. Vision Body
b-roll-hack-your-health-shelby-iphone-b-roll-november-2025,"Hack Your Health — shelby iphone — B-Roll, November 2025","B-roll — 2 images, 48 videos. From Hack Your Health shot November 13, 2025.",b-roll,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,portrait,1,5,false,none,false,50,video,1,https://drive.google.com/drive/folders/1vtENhpNk8ZVH7MZEbDopmksGET3mxD9b,shelby iphone
b-roll-hack-your-health-dream-walkerz-interview-november-202,"Hack Your Health — Dream Walkerz — Interview, November 2025","B-roll — 19 videos. From Hack Your Health shot November 13, 2025.",b-roll,Interview,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,landscape,1,4,false,none,false,38,video,1,https://drive.google.com/drive/folders/1ql0dqaRQXf0EKDHukIr6ZJ_4wTW7LbGw,02. Dream Walkerz
b-roll-hack-your-health-jenny-mitich-interview-november-2025,"Hack Your Health — Jenny Mitich — Interview, November 2025","B-roll — 21 videos. From Hack Your Health shot November 13, 2025.",b-roll,Interview,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,portrait,1,4,false,none,false,21,video,1,https://drive.google.com/drive/folders/1mPb2c6svmznsWZBzpvwjE0Bc_l5aLSbM,01. Jenny Mitich
b-roll-hack-your-health-sophie-iphone-b-roll-november-2025,"Hack Your Health — Sophie iphone — B-Roll, November 2025","B-roll — 1 image, 77 videos. From Hack Your Health shot November 13, 2025.",b-roll,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,portrait,1,5,false,none,false,78,video,1,https://drive.google.com/drive/folders/1Vo51c1jPXNyXs3KVCeZp79tIPA7mLPcH,Sophie iphone
document-expert-documents,EXPERT — Documents,Documents — 35 documents. From sHEALed.,document,Unspecified,sHEALed,,,,,,,,lolli-brands,,,,0,false,context,false,35,document,1,https://drive.google.com/drive/folders/1D3ilkR8FbX6_04jVsvFUO2FA-GpJbLIX,EXPERT
document-doc-only-experts-soundbites-documents,Doc Only - 'experts' soundbites — Documents,Documents — 35 documents. From sHEALed.,document,Unspecified,sHEALed,,,,,,,,lolli-brands,,,,0,false,context,false,35,document,1,https://drive.google.com/drive/folders/1-e0NM9yg3ANh77QawftyJU_F3RZ16R4G,Doc Only - 'experts' soundbites
document-doc-only-paid-documents,Doc Only - Paid — Documents,Documents — 38 documents. From sHEALed.,document,Unspecified,sHEALed,,,,,,,,lolli-brands,,,,0,false,context,false,38,document,1,https://drive.google.com/drive/folders/1aeDD9h_QmPMgFZ9zu8apqjboO6yw17kR,Doc Only - Paid
document-transcripts-stringouts-documents,Transcripts_Stringouts — Documents,Documents — 77 documents. From sHEALed.,document,Unspecified,sHEALed,,,,,,,,lolli-brands,,,,0,false,context,false,77,document,1,https://drive.google.com/drive/folders/16BRGfvIMHZIxoIFgT3NdWAkwApKfbsly,1. Transcripts_Stringouts
logo-shealed-logos,Shealed Logos,"Logo and wordmark files — 15 images, 8 vector files. From sHEALed.",logo,Unspecified,sHEALed,,,,,,,,lolli-brands,,landscape,0.8,5,false,context,false,23,image,67,https://drive.google.com/drive/folders/1idB7b6suiQusoPUHRMTiGSCqSaM3HTXl,Shealed Logos
logo-featured-in-shealed-documentary-logo-logos,Featured in sHEALed Documentary Logo — Logos,"Logo and wordmark files — 9 images. From sHEALed. Featuring Dr. Steve Moore, Ryan Encinas.",logo,Unspecified,sHEALed,,,,,,,Dr. Steve Moore; Ryan Encinas,lolli-brands,,,,0,false,context,false,9,image,1,https://drive.google.com/drive/folders/1vVVhjkVdlOL2-3Z1wlppWnc_iNx_Rmrk,Featured in sHEALed Documentary Logo
